Generated escript naughty_list with MIX_ENV=dev
QmS1nPRvYghS9UBrqFWP3W7XNnrrJCk9PR9CwiP82fiUGY,970,true
Qmd3vU6y6pxxXPrvVWRZMN9soNB8AFQCEnqPa9jMSZZDEG,949,true
QmUwBMokciw5TY5kHYtqMXXuZdymDy2knYpRxHwqiy85od,920,true
QmRd2Bp59s9m4TjkoMgyYibu6YSCugyuYTwf4eAdpXEyw7,902,true
Qmcdu8weFbmtZpeZaGs8vCpSdWKRPwyvDMX6CftYnW2KZB,896,true
QmWdzjEnoUhu43SvBKvhXBXdLGtsejVGQWUYni7HzkJBMZ,882,false
QmbsAKivTcAdexxnXZn7YBSPXuCsdGG5kABM4UxUpnTRSu,863,true
QmQkXVeeA1J19UvRma5tupJXCccWCiujtLr3gj3JG6MJcT,845,true
QmSAwubysjkNZhpLyKQptvG5w2mZED1zRnfYan7Qt3bk7X,844,true
QmV7EeFsKQDurfwTakfj9K77UuQVQ6cUtnPUQ2wfYcpXUa,842,true
QmX7sRTz1C9CQrxgpcNiyKgwiEzS3PPEi5mBbzHgfKQCBS,810,true
QmbxC2AYMvnTq6UBAvkAch6KUsRy3VaGHgt6s6c8nfa1hm,807,true
QmUoGUMNYRF3YzKqn4W1sZC48Zbj2XfG5Ta3bKfkTwdToh,806,false
QmRRKcjRN9BP51SEecq2AM1VXqjoS939ApE1mE4KtcZZtT,765,true
QmNtTKStPBm3bnghvyKLNY5B8etER8CG9ei9m7APT1kdx6,755,false
QmaBzVQAMrtRfx9AnP4X2qWprcxJTaY7JZ5wTdaU7NpaMg,744,true
QmWm7PZLJJQnbWGrQVfVNWa1ghLcUrGjZnFxaVgDYNoRbD,743,false
QmPGtRhL571Yvr4oqtwSSRos8Px148A1j6Zm7Ugann6NYN,726,true
QmWg3CBE49J6Rjx5bbXRA6yown4gxd5eCPfyATfGRcoMZF,683,true
QmUaxDRdZyD3XEmgt3sDRsc6C4tJQgDkKGx3EX5mfLKVHX,681,true
QmUqS6BAVQgvstEsVrxuwsu1DwQdfAdj3Q6gz2j3DbUYQ9,678,true
QmQob1PdrSQ4fUz4Lg93wMUmPek3mBKYdB7nPUbqSJ5jfj,663,true
QmWSfh5qnidd1tBd6FY6eDvbSQUPTNhNG7o8CUGenvbaht,657,true
QmQ5TT2yYBZgoUxsat3bKmNe5Fr9LW9YAtDs8aeuc1BRhj,650,true
QmS45JKQa2htjbMghRYoZEXhuCBKzsdueZzuGyDHbMAhRS,641,true
QmbJJfjUGdP4z9b3n5TSFSYEVE92jUREhP8LyfAd7J77JB,636,false
QmWtHc71E124pfSxVyLddxMqtK81DomoEEAkjz1c7Zpyqx,634,true
Qme9r1RTFZ6hEZ4ebPSmo3J81FNHhjeNZs5nBaSGTzb2hb,633,true
QmR72RWmVbE6U5wn8u4t78fNQfFoEMvYVfijdBGUMwGxFp,626,true
QmXDB4brHUffXYASTcy3LaBgyf78nPW7bzV7kUfhABpsMv,613,true
Qmd78a3BJf4TzD3H3QPQpBgUrzWZErSmJtFrsvUW6c3M6u,607,true
QmQCAUNXYGcnwP9Av14fbRBBVqnw55CrUoHY9TwD9Ca6U4,607,true
QmPbjY6L1NhPjpBv7wDTfG9EPx5FpCuBqeg1XxByzBTLcs,602,true
QmU7HxKpgCQeffidx5Zs5ovcv26T5bUKqH2nGeKNmyoujo,602,false
QmUun2d96q7zTJS9q8pubMsCNVv2peomdfK6CkEeJyR7YA,599,true
QmPa2mYgYnNBG3xrArWMpnVAPFZTUdYQquoJQVGPdbP3WT,595,true
QmPcckJrdHDgCQoyweQa9WdvAT2FKF59qjP44iBuqqLcU5,594,true
QmPAxe3ZYmEtTADUaPtnn1P4afDTNZ72YuCsEgEyiyoBZb,591,true
QmS7u92qJdGyQuisY5XvTrM1xSbzXycQx2rUDYjN8d25vN,589,true
QmRFxfsoa8AeEtdetJmHRyy7YgwAE1PWzyYH1XMcEKzCWX,587,true
QmYjo4zrhs7DEgng8bDjAkSmAHZzEJ5q7C2LxuX4Ezm9CU,585,false
QmYNzeAZoDUXUAXa6MwQ1e6HsjgG12KYYmy5DkBgP8ZJLo,574,true
QmQrxjJTuE1ajGriAHmErHvgLarG76r5tBEWdJNP2ANCcj,573,false
Qmbnsdx4euoZmBiX7UV4enssQNtKwJ3yAGRL2Z9Mca1DJu,572,true
QmdorsAVanFXUyFQsfKaTJ6YykhH5PpJc9TG4mSBppPfsU,571,true
QmaJW9M9UvtBaDpQhyJiuv5zjwCBBMouxgi2hdMB9rLBMU,570,true
QmWVw3WTv6g1nMENHKqAvf1KFc3a5EQKb966y8cLcjTMeT,563,true
QmXDAaE7sT2bVe4prmZgdSXi34EGRjpULTnF9bKi3qrwFB,563,true
Qma1GPGQUcbKtJNrTTDBUMqg4jZFYHdxRAGqMcpzhauHyP,560,true
Qmb27RY3RqP98UMKbTgScf6F7hhokfMuS9fV7VAtPiZHwF,559,false
QmZdWXkQT54D4LKxboSW55FLHfp8bUC9Ah4YbTfCwdgjuG,558,true
QmZii4t3cRhV4ipMsdkETyeVkCBx41CHxuyfLjVR7zdVRM,550,false
QmZsgJLiLQKpb8hxTmQ5LWyrFVvfWzVaL4WK8dfFBn7EeK,550,true
QmbgE7yPjSyKMKotEV8bKuZkNUaTj64aPNuvJ3HTgrdgAZ,549,true
QmQRjUFPkpyev5isec5JLowh2Hj3wnXyq9y8KHMwtNnW7H,549,true
QmVbcDcT2s2BViXjqjLRqYDHRFgi5sJVjjf6KqKxbW8Csv,548,false
QmaR2nAMF6dCHBL1eFNQ4F5nGpJQs7V11PZobJB2FgQtbt,548,true
QmX7qAiM3Cq5jfuNPujr3ycCnduYBsVgPAqfoikZpGmBhs,547,false
QmWQcbEg7J9gWBWfuqnknj5pdYZTp4U31JxQrmjWNEmpTM,545,true
QmToHum6Z41j4GxnfbW2BmBva7W3fJKbgWcqk5BXPe531s,545,true
QmbSGHBYSrYr4Gzv551sCEzcyPMnxLuyKcNFD5D5rNZPFh,544,true
QmQwaJob92zNN1eyBDBF6mBWRHFbvp3mjft1xNhV8Mw4kt,544,true
QmanPahoesaJi1FwjaZWGP9pEMmExE1UkNFtTAQpf7NmWC,544,true
QmYhWdKkQ3qeCYSgYzScDo4fWmug7stKzoHYuVEdiex4cW,543,true
QmbLmwHLyPdnmjPzNH9L18AbxiBZ65bZRj6N6hijPRX92u,541,true
QmWfzcJBxFaEJ2c5n6ZxjERhmwNpkncrZQnzEyGiKiSFpF,541,false
QmQHngyzMVEH96w5BYgmvKvmJNPskA53Ap6fLZJ1vtcBZT,540,false
QmXXSKeLh14DnJgR1ncHhAHciqacfRshcHKXasAGy7LP4Y,539,true
QmadksPPom4tzys3utLDNf699dQNYVEhTBAMVFVyypZF7P,539,true
QmYxTSFgy6bD2TDJxgC7d24UFbGkBRBX95eFnVcbiAgcXf,538,true
QmT4QPaBzASmsWLFKSPsrrjrLYtpBXCHrQu2j3pqnQyH4p,537,true
QmYd6n4jxpid6zim3kkQ3WL5ecDb87QCZMup48bk2ZmRqD,535,false
QmXfJmxY7C4A4UoWEexvei8XzcSxMegr78rt3Rzz8szkZA,533,true
QmYpe7mCzk3TX5r5GV79HEmjRjsMazGgW62Ctb4v55bf9t,532,true
QmVt9KArKkmTaTGvpJniRSGAwWQsY82Dn3SEgg22B6xKCd,532,true
Qma7dRgmwaGyXPYPG8PAB7PhXt3X48TSQAmvmhciz3PDEW,531,true
QmVQPJJYUFeKMNLWwyZWEN5tKiwKWL6eiUtpikvSLgjeZK,531,true
QmWC4ZShaacstGfnz5fRm3siSx92tPiAURxt4atjikc6V8,531,false
QmYSenZaFTaBrGbBS985sKsiGzLoxPRnpqbPRXAV6kw3i3,530,true
QmPG8qYnhQHuk4Y6UuyzDkBfM9Bd37AYepvVDbxfL7fdBt,529,false
QmZetW4DWc8PM8YPN59Y7DfCKxdZWKP1wH4PfmvJsnR4MA,528,true
QmRAAwfBzhL92kuxHNneVv1LcY96HSDutH5sfvxPF4cwM3,528,true
QmYb1BG35DiCPs23u8RQ7NuiovhTxeqD93bycwZyNsHfoA,527,true
QmbuTwBPUPbLpSyMezCC6VV2dpf2qWumPJnCP6pVxZegDi,527,true
QmWAeZNL2zDKa5mHwE3pR1i35CAZWTHuZiNDrKk263Wo1f,526,true
QmQghc42rEtcgLCeGzqsK3v7trtWxYXv9RNxYaoEdvawMq,526,true
Qmb1bECdGjBVd6zGT6w9TaLYPEge7iXnwVBHcZpdxjNRRi,526,true
QmeBQRHngJLJ2r84Vvp3mgKbgYXHmAqc3dWkXoywU9ze3d,526,true
QmYSncCK4rZG1JHQjwAgJGWorZXVyHPUiyviUAQMVNHVrh,525,true
QmRbn71wTNK3PmEb62wUK4G1XmKN14ZbHeTgi5JubL7evA,525,false
QmfVQDxoaQsUuycKQtavS45HhnHtMQCJE4iSSid3cQaVta,525,true
QmWBk6bb1wwUUw8JmQBfo6Yks4sSotwYanz7boH8CgPr2V,525,true
QmYWvmm6rxvAk8E3cA6iXPhC6ETBLJFuEw8maYJ7YV9ATx,524,true
QmRPc5c8UZoRzQV8ksHJSgRuSJprqoJtYSHTdxLT341Pzb,524,true
80.76923076923077% use eth-call, that's 105/130 subgraphs
