Generated escript naughty_list with MIX_ENV=dev
QmcMA5jZGTPuNrg7Zx6bE8jXXVTR31sLk5EdvEm6zxj29e,14461,true
QmdKXcBUHR3UyURqVRQHu1oV6VUkBrhi2vNvMx3bNDnUCc,11075,true
QmTZ8ejXJxRo7vDBS4uwqBeGoxLSWbhaA7oXa1RvxunLy7,9051,true
QmbeQwnRSX4Fs9Bo3LZCAvkb4psdmcS8AqKv78Tcq6ohED,5277,true
QmaJSe4JD7wJvA5syMPxvvp8TNGY7GtBa9kUxALR8RYmhp,4299,true
QmY67iZDTsTdpWXSCotpVPYankwnyHXNT7N95YEn8ccUsn,4245,true
QmYrEJKHphWBGkqPkEVKSZR9gsoD6RtJs3g3R8iWVhH66Z,3806,false
QmQEYSGSD8t7jTw4gS2dwC4DLvyZceR9fYQ432Ff1hZpCp,3720,true
QmS1ehFzXTD9eA1f1EgjZvdyAj2EHtVNMrEN91H3pLuHMy,3586,true
QmZzsQGDmQFbzYkv2qx4pVnD6aVnuhKbD3t1ea7SAvV7zE,3509,true
QmX2VfvEspbShTdcjefWeG3CKBVXKWm9naxH6TVhqPb9qY,3122,true
QmVbhUD9ev2cHhqdxkm4L8wFbpQsTeCBaVWBYpP1m8CdwC,2711,true
QmeB7YfNvLbM9AnSVeh5JvsfUwm1KVCtUDwaDLh5oxupGh,2427,true
QmasYjypV6nTLp4iNH4Vjf7fksRNxAkAskqDdKf2DCsQkV,2268,true
QmUhiH6Z5xo6o3GNzsSvqpGKLmCt6w5WzKQ1yHk6C8AA8S,2123,false
QmZ5uwhnwsJXAQGYEF8qKPQ85iVhYAcVZcZAPfrF7ZNb9z,1951,true
Qmf9xghXpYYNf3upz6p77kzeEcKszFWY2ETED87PpuinYm,1943,true
QmUapmEYTVvCA2aqTLJKZQFQqrnfv3mjtmkKoJbNrC2XiC,1802,false
Qmc3PgFGu7iEg5zyJnbv8imq4DWfs9trTx9SqL23tGWXCL,1695,true
QmdAaDAUDCypVB85eFUkQMkS5DE1HV4s7WJb6iSiygNvAw,1677,true
QmamMoBnF9bWKpWskEpAn9iJEd3zF29qqH6GgBm5sLS2oH,1628,true
QmVxbtM57AgHppjDF6N9cqk7ikWoAUbZGNSb5Vz93n8hao,1598,false
Qmb87aFGFwwzh2dqopCuu1XM6XCQWzwBfGUfdxoFxPrmDd,1584,true
QmbzPEN1wwkVzqhybH3Y7ZTpZVnaaLJtgz9a2YPG5Gnbkr,1523,true
QmbTaWMFk4baXnoKQodnyYsFVKFNEiLsgZAe6eu2Sdj8Ef,1351,true
QmVq4p4BvVBdGHd8eqySnXVmAQJjfsPgAXksi7ddr9HpAE,1286,true
QmU1WnZEsYGUc9oD42JqXqGdU26GEXttgZLWrHW82DkhAC,1241,false
QmVYoUsP1FuAKQqymnB2guSMiV1E368Ww9GPzZBs8tQ2M6,1194,true
QmSQSwYbATeKbU8TRbvjRiw3yZApx7H6JQb2cAjp6MCfNH,1182,true
QmRe7rbhKJwd6B8CkJw5N5QPj9o8U5FcQ78WjxxCiFRjCE,1160,true
QmZNrHoCaAmJEZ35AVJGN2ADtRpeP8nz4LPMtqwJnPvNUZ,1139,false
QmdwBHGxokamYsLfMVk6fXfry3Ss9emEiTy6wptd1ecysG,1067,true
QmV1b7ebTL87cbWvNLdDg7LNLpWeU8pn2VZuRfEjF7t1Zq,1037,true
QmRPDfY6NyXvTEbK2T3nD4KcZRaQmhz1pEWtJSC9gvZRkQ,1021,false
QmZGn2MN7We74SgDfbUfYLcKy3VovpFwtPq9Z78t7uFXqk,1008,true
QmQL5sw6sq2ez8gCu3pumUvB2sTdBQ9zQrjWEJ98DwRLes,986,true
